afid,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,country
60010484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1,0,0,kor
60010518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,chn
60010571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,0,2,0,5,9,aus
60010580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,chn
60010591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,3,1,0,chn
60010687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,7,1,2,6,chn
60010689,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,2,2,11,2,0,8,3,chn
60010710,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,6,12,23,0,17,4,10,aus
60010726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,jpn
60010742,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,0,0,jpn
60010752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,chn
60010848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10,jpn
60010851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,chn
60010923,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,kor
60010953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,chn
60010955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,chn
60010998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,8,jpn
60011001,0,0,2,0,5,1,0,3,13,5,9,6,5,10,4,13,10,10,8,30,5,20,jpn
60011019,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,aus
60011047,0,0,1,0,0,0,1,2,1,6,7,10,4,10,9,7,9,7,6,5,13,8,jpn
60011052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,chn
60011069,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,2,9,4,3,3,5,7,chn
60011234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,twn
60011357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,8,10,20,16,21,twn
60011362,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,2,2,3,3,4,3,aus
60011375,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,1,0,0,jpn
