afid,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,country
60003088,0,0,0,0,0,0,0,1,0,1,0,2,1,0,1,0,2,0,4,0,9,9,usa
60003103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,1,0,usa
60003122,0,0,0,0,0,0,0,3,3,5,0,0,9,4,0,0,2,0,2,0,6,6,can
60003158,0,0,0,0,1,0,0,0,2,2,0,0,0,3,12,0,0,0,0,0,0,3,usa
60003160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,8,usa
60003171,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,5,1,0,0,0,0,0,usa
60003212,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,11,0,2,1,0,0,0,usa
60003214,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,usa
60003238,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,2,2,2,0,5,0,usa
60003261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,usa
60003262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,usa
60003269,0,2,6,9,4,6,2,7,4,2,2,2,9,2,13,20,25,20,13,2,11,10,usa
60003309,0,0,0,0,0,2,3,0,3,3,2,1,0,0,0,0,0,1,0,0,0,0,usa
60003337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,usa
60003372,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,usa
60003409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,usa
60003443,0,0,0,0,0,0,0,0,2,1,0,2,1,0,0,0,1,0,3,6,0,0,usa
60003467,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,1,0,0,1,2,usa
60003471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,5,can
60003500,0,0,2,0,3,1,0,1,2,19,13,3,7,9,3,7,18,8,14,6,20,16,usa
60003512,0,0,0,0,0,0,0,0,1,0,5,1,0,0,3,0,0,0,0,0,0,0,usa
60003526,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,usa
60003527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,usa
60003531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,usa
60003545,0,0,0,1,0,0,0,0,1,1,0,2,0,0,5,0,0,0,4,2,0,0,usa
60003607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,usa
60003625,0,0,2,0,3,5,1,4,2,1,0,15,4,13,4,14,11,20,9,26,17,18,usa
60003652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,usa
60003711,0,3,1,4,5,2,4,7,4,12,14,13,28,18,15,24,5,14,19,5,3,11,usa
60003723,0,0,0,0,0,0,0,3,0,2,0,1,0,0,0,3,0,0,2,0,2,0,usa
60003742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,1,2,0,usa
60003828,1,0,0,0,0,0,1,0,0,0,1,0,1,3,0,0,0,0,7,6,7,8,usa
60003872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,usa
60003892,0,0,0,0,0,0,0,3,2,0,0,2,1,4,2,2,4,1,2,0,3,2,usa
60003915,1,0,2,9,9,3,1,3,9,13,21,11,23,13,8,27,6,12,21,22,20,4,usa
60003937,0,0,0,0,0,0,0,0,1,0,1,0,11,0,0,0,2,1,1,0,5,0,usa
60003952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,can
60003999,1,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,usa
60004026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,can
60004102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,usa
60004109,0,0,0,3,0,0,0,0,2,0,1,1,1,0,1,6,0,0,0,2,2,0,usa
60004154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,usa
60004164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,3,0,0,usa
60004179,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,usa
60004263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,usa
60004270,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,1,0,0,0,0,usa
60004354,0,0,0,0,0,0,0,0,0,0,0,2,4,4,4,13,3,1,3,7,0,4,usa
60004372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,usa
60004388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,0,usa
60004654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,usa
60004670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,usa
60004686,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2,2,0,0,0,0,0,0,usa
60004745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,usa
60004760,0,0,0,0,0,0,4,3,0,0,2,0,6,8,0,0,0,3,1,2,6,3,usa
60004772,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,can
60004791,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,2,0,1,1,0,0,can
60004803,0,0,0,0,0,1,2,0,9,0,3,4,6,4,4,3,6,0,6,2,0,0,usa
60004862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,usa
60004876,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,11,1,0,0,0,0,1,usa
60004923,0,0,0,2,0,1,3,1,9,5,4,4,7,4,18,9,10,6,14,7,20,12,usa
60004942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,usa
60004982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,can
60005007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0,0,0,0,2,0,usa
60005019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,usa
60005081,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3,0,0,0,can
60005085,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,usa
60005099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,usa
60005121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,usa
60005170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,usa
60005200,0,2,1,2,0,0,0,7,13,7,5,15,11,12,20,21,24,38,65,30,17,63,usa
60005208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,4,6,0,usa
60005246,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,usa
60005247,0,0,0,2,2,4,0,6,1,1,5,4,3,14,9,19,8,25,22,15,38,68,usa
60005248,0,4,0,2,3,2,0,5,3,2,11,13,15,14,14,14,33,16,28,44,25,30,usa
60005280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,3,1,6,usa
60005281,0,0,0,0,0,3,0,0,0,6,0,0,2,4,9,2,2,3,9,8,0,10,usa
60005286,0,0,0,0,0,0,1,0,3,4,0,2,2,5,0,18,0,3,0,3,6,6,usa
60005290,0,0,0,0,0,0,0,0,1,3,0,1,3,1,1,0,2,1,2,0,1,0,usa
60005292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,usa
60005300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,usa
60005399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,usa
60005415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,can
60005437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,usa
60005449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,usa
60005455,1,0,0,0,12,1,6,2,13,17,3,8,1,9,4,5,21,5,23,37,31,23,usa
60005461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,usa
60005469,0,0,0,0,0,0,0,0,0,3,3,0,6,0,5,4,0,0,8,9,1,7,usa
60005521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,usa
60005525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,usa
60005532,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,5,2,usa
60005558,0,0,0,0,0,0,0,0,0,0,0,0,4,8,7,7,14,16,15,27,33,34,usa
60005565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,usa
60005576,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3,0,3,0,usa
60005579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,usa
60005583,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,usa
60005610,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,5,3,0,7,7,0,5,can
60005617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,usa
60005708,0,0,0,0,0,0,0,4,0,2,0,0,0,0,0,9,0,0,0,5,0,0,usa
60005723,0,0,0,0,0,0,0,2,5,0,0,0,0,0,0,0,2,0,6,15,6,7,usa
60005745,0,0,0,0,4,0,0,0,0,2,2,3,2,1,1,0,0,6,0,18,8,3,usa
60005756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,usa
60005775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,usa
60005837,0,0,3,0,0,1,5,0,1,7,0,0,0,6,0,4,5,17,16,1,19,4,usa
60005845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,can
60005853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,usa
60005856,0,0,0,0,0,0,0,1,0,2,7,0,3,3,2,0,0,6,5,1,0,4,usa
60005860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,4,1,0,5,0,usa
60006020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,usa
60006022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,usa
60006024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,usa
60006156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,usa
60006173,0,0,0,2,0,0,3,1,4,3,7,0,4,2,12,0,8,3,0,1,2,7,usa
60006183,0,0,0,0,0,0,0,0,1,0,0,0,0,7,0,9,0,0,1,7,2,2,usa
60006198,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,2,0,1,3,0,usa
60006201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,usa
60006203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,usa
60006221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,2,usa
60006281,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,usa
60006297,7,6,7,0,3,7,3,11,21,15,6,3,26,22,13,37,17,31,43,28,65,59,usa
60006320,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,5,4,0,0,0,usa
60006322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,usa
60006328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,usa
60006371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,usa
60006385,0,0,2,1,4,0,0,0,0,1,6,2,8,2,0,2,1,10,10,14,27,33,usa
60006404,0,1,0,0,0,0,0,0,0,0,0,10,15,0,3,2,0,5,2,9,2,1,usa
60006407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,usa
60006455,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,9,2,0,0,0,0,3,usa
60006475,0,0,0,0,1,1,2,0,8,0,4,10,6,5,9,10,14,18,14,27,17,11,usa
60006476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,usa
60006511,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,0,6,2,0,12,5,usa
60006514,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,3,0,usa
60006549,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,usa
60006558,0,0,0,0,0,0,0,0,3,2,2,0,4,4,4,5,9,14,0,0,3,3,can
60006577,0,0,6,1,1,1,0,7,3,2,3,5,8,0,13,26,8,1,3,3,0,10,usa
60006594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,0,0,0,usa
60006725,0,0,0,0,0,0,0,0,0,0,2,0,11,0,0,0,9,0,2,9,1,18,usa
60006762,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,4,3,usa
