afid,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,country,user
60012191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,gbr,yes
60012197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,gbr,no
60012299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,6,fra,yes
60012345,0,0,0,0,0,0,0,0,0,0,3,0,6,6,0,4,5,13,0,13,7,6,deu,yes
60012357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,8,0,fra,yes
60012408,0,0,0,6,0,0,0,0,0,0,0,2,0,6,5,0,7,0,2,4,6,0,deu,yes
60012537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fra,no
60012556,0,0,0,0,0,0,0,0,0,2,2,5,0,1,4,6,2,5,4,0,0,0,deu,yes
60012558,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,gbr,yes
60012570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fra,no
60012622,0,0,1,0,1,0,0,1,0,1,0,1,1,1,0,0,2,3,2,2,0,0,gbr,yes
60012662,0,0,0,0,0,0,0,9,0,10,11,16,29,19,15,36,45,49,5,33,31,37,gbr,yes
60012689,0,0,0,0,0,3,1,2,6,10,5,4,2,4,8,17,15,13,17,2,15,6,deu,yes
60012754,13,4,7,5,12,3,2,9,12,7,3,13,22,13,16,16,12,23,11,4,6,0,gbr,yes
60012772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fra,no
60012797,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,10,3,0,4,0,3,0,deu,yes
60012805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,0,0,fra,yes
60012914,0,0,0,0,0,0,0,5,0,0,0,0,3,11,2,21,10,34,37,19,33,6,gbr,yes
60012970,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,11,5,0,3,0,0,0,gbr,yes
60013046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fra,no
60013148,0,0,0,0,0,0,0,3,0,9,8,0,0,2,4,11,2,0,15,27,33,8,gbr,yes
60013385,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,10,5,0,0,0,0,0,fra,yes
60013430,0,0,0,0,0,0,0,0,0,0,0,0,0,10,7,5,0,0,5,0,12,0,fra,yes
60013511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,5,0,0,8,11,nld,yes
60013700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,14,0,0,0,fra,yes
60013717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,7,3,2,0,fra,yes
60013727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fra,no
60013785,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,gbr,yes
60013801,0,0,0,0,0,0,0,0,0,9,0,3,0,0,7,0,7,0,4,4,3,3,gbr,yes
60013865,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,1,0,0,10,0,deu,yes
60013902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nld,no
60013985,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,6,0,0,gbr,yes
60013999,0,0,0,0,1,0,1,6,3,0,10,0,6,0,18,7,6,0,2,0,5,18,gbr,yes
60014059,0,0,0,0,2,2,0,0,0,0,7,1,0,0,0,0,2,10,0,2,9,0,deu,yes
60014117,0,0,0,0,0,0,0,2,4,5,0,2,4,6,3,2,2,5,6,4,4,7,deu,yes
60014121,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nld,yes
60014133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,deu,no
60014264,0,0,0,0,0,0,0,0,0,0,3,0,2,1,0,0,3,0,0,16,5,22,deu,yes
60014311,0,0,0,0,0,0,0,0,0,0,3,0,4,0,11,0,0,10,6,0,5,0,gbr,yes
60014449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nld,no
60014541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fra,no
60014551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,gbr,no
60014554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fra,no
60014564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,6,gbr,yes
60014578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nld,no
