afid,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,country
60008734,0,0,0,0,0,0,6,1,2,0,5,3,2,1,1,10,5,16,18,13,21,12,nld
60008750,0,0,0,0,0,1,2,0,0,2,1,2,2,2,15,2,0,2,3,3,17,10,gbr
60008800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fra
60008877,0,0,1,1,0,0,1,0,3,0,0,0,2,9,6,11,7,8,9,1,10,19,gbr
60008888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,gbr
60008905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fra
60008936,0,0,0,0,0,0,0,7,0,0,1,0,3,0,3,6,6,3,8,7,2,28,gbr
60008988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,deu
60009009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,4,11,0,gbr
60009016,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,10,0,gbr
60009113,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,11,0,0,7,0,deu
60009171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,gbr
60009308,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,14,3,3,7,1,3,deu
60009357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,fra
60009383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,gbr
60009445,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,8,0,fra
60009448,0,0,0,0,0,0,0,0,0,0,2,0,2,4,2,2,12,0,6,0,9,0,fra
60009554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fra
60009587,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,6,0,11,0,0,0,0,gbr
60009647,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,0,0,5,9,9,0,fra
60009664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,gbr
60009731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,deu
60009848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fra
60010023,0,0,1,0,1,2,2,0,0,0,0,1,1,0,7,0,0,0,8,15,16,1,nld
60010051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,fra
60010088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,gbr
60010269,0,0,0,0,0,0,0,2,6,0,3,1,0,0,4,10,11,15,5,6,7,0,gbr
60010286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fra
60010337,0,0,0,0,0,3,0,0,0,0,0,0,6,1,14,2,0,4,2,0,4,0,gbr
60010338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,deu
60010389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,gbr
60010426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,gbr
60010503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,gbr
60010578,0,0,0,2,1,0,1,0,0,0,0,11,0,0,5,4,3,8,0,7,8,7,fra
60010586,0,0,0,1,0,0,2,0,1,0,5,0,3,9,8,20,1,19,19,33,36,21,deu
60010715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fra
60010719,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,8,11,9,16,9,4,gbr
60010818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,gbr
60010819,0,0,0,0,0,0,0,0,0,0,0,0,0,8,12,0,6,2,0,6,7,0,deu
60010850,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,fra
60010942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fra
60010954,0,0,0,0,0,0,0,0,0,0,2,1,3,1,0,6,0,2,4,7,0,2,nld
60010973,0,0,0,0,0,0,0,0,0,3,0,6,1,0,0,0,1,1,3,0,0,4,gbr
60011024,0,0,0,0,0,0,0,0,0,8,0,11,0,0,0,4,0,8,0,9,0,0,fra
60011032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,3,0,0,gbr
60011226,0,0,0,0,0,0,0,0,0,0,4,3,0,0,1,0,8,8,1,5,0,0,deu
60011447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,4,3,fra
60011520,1,7,2,4,4,3,1,3,20,16,12,12,16,13,30,15,35,69,40,15,53,24,gbr
60011575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,nld
60011604,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,deu
60011610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,2,7,0,0,deu
60011675,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,7,5,11,9,29,0,fra
60011686,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,6,4,21,15,18,26,31,deu
60011807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,deu
60011885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,gbr
60012012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fra
60012070,0,0,0,0,0,0,0,0,0,1,6,1,1,1,3,5,4,6,0,0,3,15,gbr
60012113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,gbr
60012191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,gbr
60012197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,gbr
60012299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,6,fra
60012345,0,0,0,0,0,0,0,0,0,0,3,0,6,3,0,2,5,11,0,11,7,5,deu
60012357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,7,0,fra
60012408,0,0,0,4,0,0,0,0,0,0,0,1,0,5,2,0,6,0,2,4,6,0,deu
60012537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fra
60012556,0,0,0,0,0,0,0,0,0,1,2,4,0,1,3,6,1,4,4,0,0,0,deu
60012558,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,gbr
60012570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fra
60012622,0,0,0,0,1,0,0,1,0,1,0,1,1,1,0,0,1,2,1,2,0,0,gbr
60012662,0,0,0,0,0,0,0,6,0,8,6,12,20,14,10,30,41,42,5,31,28,34,gbr
60012689,0,0,0,0,0,3,1,2,6,9,5,3,2,4,7,15,13,11,13,2,14,6,deu
60012754,4,3,4,4,10,3,2,7,11,7,2,12,14,12,13,12,11,20,10,4,5,0,gbr
60012772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fra
60012797,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,2,0,4,0,3,0,deu
60012805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,0,0,fra
60012914,0,0,0,0,0,0,0,3,0,0,0,0,2,7,2,20,9,32,28,17,31,6,gbr
60012970,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,9,5,0,3,0,0,0,gbr
60013046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fra
60013148,0,0,0,0,0,0,0,2,0,7,3,0,0,2,3,10,2,0,13,22,30,8,gbr
60013385,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,8,5,0,0,0,0,0,fra
60013430,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,5,0,0,5,0,12,0,fra
60013511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,4,0,0,8,9,nld
60013700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,12,0,0,0,fra
60013717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,3,2,0,fra
60013727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fra
60013785,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,gbr
60013801,0,0,0,0,0,0,0,0,0,8,0,3,0,0,6,0,5,0,4,3,3,3,gbr
60013865,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,1,0,0,9,0,deu
60013902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nld
60013985,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,6,0,0,gbr
60013999,0,0,0,0,1,0,1,4,3,0,4,0,5,0,16,5,4,0,2,0,4,18,gbr
60014059,0,0,0,0,1,1,0,0,0,0,5,1,0,0,0,0,1,9,0,1,6,0,deu
60014117,0,0,0,0,0,0,0,2,4,5,0,2,4,6,3,2,2,4,5,3,3,7,deu
60014121,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nld
60014133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,deu
60014264,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,3,0,0,15,5,21,deu
60014311,0,0,0,0,0,0,0,0,0,0,3,0,4,0,10,0,0,10,6,0,5,0,gbr
60014449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nld
60014541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fra
60014551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,gbr
60014554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fra
60014564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,6,gbr
60014578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nld
60014594,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,nld
60014776,0,0,0,0,2,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,nld
60014842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,deu
60014849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fra
60014873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0,gbr
60014906,0,0,0,1,4,3,0,0,0,0,0,1,6,0,0,0,0,1,0,0,0,0,gbr
60015028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fra
60015138,0,0,0,0,0,1,0,1,0,2,0,6,0,0,0,4,0,6,19,1,8,10,gbr
60015150,0,0,0,0,0,0,0,7,0,7,0,4,0,0,3,7,6,16,10,20,37,24,gbr
60015159,1,2,3,2,8,2,8,11,4,6,20,26,17,9,11,1,0,8,2,17,8,0,deu
60015196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,deu
60015205,0,0,2,3,0,0,0,0,0,0,3,13,11,0,8,3,7,6,6,0,5,5,nld
60015339,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,fra
60015595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,2,0,0,deu
60015618,0,0,0,0,0,0,0,5,0,0,2,8,5,22,6,15,6,20,10,2,17,36,nld
60015622,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,5,6,13,8,17,0,14,fra
60015627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nld
60015756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,gbr
